"SIRUTA";"DENLOC";"CODP";"JUD";"SIRSUP";"TIP";"NIV";"MED";"REGIUNE";"FSJ";"FS2";"FS3";"FSL";"rang";"fictiv"
88519,00;"PRIHODIªTE";337102,00;20;88449,00;23;3;"3";5;22;"2250330";"3009512";"2250330709525";"V";
88537,00;"TÎRSA";337103,00;20;88449,00;23;3;"3";5;22;"2250330";"3011920";"2250330712082";"V";
88528,00;"URSICI";337104,00;20;88449,00;23;3;"3";5;22;"2250330";"3012567";"2250330712583";"V";
88546,00;"BRANIªCA";0,00;20;207,00;3;2;"3";5;22;"22";"       ";"2250372000000";"IV";
88555,00;"BRANIªCA";337105,00;20;88546,00;22;3;"3";5;22;"2250372";"1001586";"2250372301587";"IV";
88573,00;"BARAªTII ILIEI";337106,00;20;88546,00;23;3;"3";5;22;"2250372";"3000748";"2250372700747";"V";
88564,00;"BOZ";337107,00;20;88546,00;23;3;"3";5;22;"2250372";"3001475";"2250372701476";"V";
88582,00;"CABEªTI";337108,00;20;88546,00;23;3;"3";5;22;"2250372";"3002104";"2250372702104";"V";
88608,00;"FURCªOARA";337109,00;20;88546,00;23;3;"3";5;22;"2250372";"3004941";"2250372704947";"V";
88591,00;"GIALACUTA";337111,00;20;88546,00;23;3;"3";5;22;"2250372";"3005261";"2250372705220";"V";
88617,00;"ROVINA";337112,00;20;88546,00;23;3;"3";5;22;"2250372";"3010117";"2250372710130";"V";
88626,00;"TÎRNAVA";337113,00;20;88546,00;23;3;"3";5;22;"2250372";"3011909";"2250372712072";"V";
88635,00;"TÎRNAVIÞA";337114,00;20;88546,00;23;3;"3";5;22;"2250372";"3011914";"2250372712076";"V";
88644,00;"BRETEA ROMÂNA";0,00;20;207,00;3;2;"3";5;22;"22";"       ";"2250382000000";"IV";
88653,00;"BRETEA ROMÂNA";337115,00;20;88644,00;22;3;"3";5;22;"2250382";"1001655";"2250382301645";"IV";
88662,00;"BAÞALAR";337116,00;20;88644,00;23;3;"3";5;22;"2250382";"3000796";"2250382700796";"V";
88671,00;"BERCU";337117,00;20;88644,00;23;3;"3";5;22;"2250382";"3000985";"2250382700898";"V";
88680,00;"BRETEA STREIULUI";337118,00;20;88644,00;23;3;"3";5;22;"2250382";"3001656";"2250382701646";"V";
88699,00;"COVRAGIU";337119,00;20;88644,00;23;3;"3";5;22;"2250382";"3003463";"2250382703466";"V";
88706,00;"GÎNÞAGA";337121,00;20;88644,00;23;3;"3";5;22;"2250382";"3005075";"2250382705282";"V";
88715,00;"MACEU";337122,00;20;88644,00;23;3;"3";5;22;"2250382";"3007058";"2250382707067";"V";
88724,00;"OCOLIªU MARE";337123,00;20;88644,00;23;3;"3";5;22;"2250382";"3008171";"2250382708182";"V";
88733,00;"PLOPI";337024,00;20;88644,00;23;3;"3";5;22;"2250382";"3009020";"2250382709029";"V";
88742,00;"RUªI";337126,00;20;88644,00;23;3;"3";5;22;"2250382";"3010218";"2250382710228";"V";
88751,00;"VÎLCELE";337127,00;20;88644,00;23;3;"3";5;22;"2250382";"3013196";"2250382713393";"V";
88760,00;"VÎLCELELE BUNE";337128,00;20;88644,00;23;3;"3";5;22;"2250382";"3013211";"2250382713410";"V";
88779,00;"VÎLCELUÞA";337129,00;20;88644,00;23;3;"3";5;22;"2250382";"3013213";"2250382713412";"V";
88788,00;"BUCEª";0,00;20;207,00;3;2;"3";5;22;"22";"       ";"2250399000000";"IV";
88797,00;"BUCEª";337135,00;20;88788,00;22;3;"3";5;22;"2250399";"1001711";"2250399301712";"IV";
88804,00;"BUCEª-VULCAN";337136,00;20;88788,00;23;3;"3";5;22;"2250399";"3001712";"2250399701713";"V";
88813,00;"DUPAPIATRA";337137,00;20;88788,00;23;3;"3";5;22;"2250399";"3004479";"2250399704484";"V";
88822,00;"GROHOÞELE";337138,00;20;88788,00;23;3;"3";5;22;"2250399";"3005527";"2250399705534";"V";
88831,00;"MIHAILENI";337139,00;20;88788,00;23;3;"3";5;22;"2250399";"3007478";"2250399707447";"V";
88840,00;"STANIJA";337141,00;20;88788,00;23;3;"3";5;22;"2250399";"3011192";"2250399711209";"V";
88859,00;"TARNIÞA";337142,00;20;88788,00;23;3;"3";5;22;"2250399";"3011766";"2250399711782";"V";
88868,00;"BUCUREªCI";0,00;20;207,00;3;2;"3";5;22;"22";"       ";"2250414000000";"IV";
88877,00;"BUCUREªCI";337145,00;20;88868,00;22;3;"3";5;22;"2250414";"1001758";"2250414301759";"IV";
88886,00;"CURECHIU";337146,00;20;88868,00;23;3;"3";5;22;"2250414";"3003723";"2250414703727";"V";
88895,00;"MERIªOR";337147,00;20;88868,00;23;3;"3";5;22;"2250414";"3007374";"2250414707344";"V";
88902,00;"ROVINA";337148,00;20;88868,00;23;3;"3";5;22;"2250414";"3010118";"2250414710129";"V";
88911,00;"ªESURI";337149,00;20;88868,00;23;3;"3";5;22;"2250414";"3011545";"2250414711560";"V";
88920,00;"BULZEªTII DE SUS";0,00;20;207,00;3;2;"3";5;22;"22";"       ";"2250434000000";"IV";
88939,00;"BULZEªTII DE SUS";337150,00;20;88920,00;22;3;"3";5;22;"2250434";"1001875";"2250434301876";"IV";
88948,00;"BULZEªTII DE JOS";337151,00;20;88920,00;23;3;"3";5;22;"2250434";"3001874";"2250434701875";"V";
88957,00;"GIURGEªTI";337152,00;20;88920,00;23;3;"3";5;22;"2250434";"3005300";"2250434705257";"V";
88966,00;"GROHOT";337153,00;20;88920,00;23;3;"3";5;22;"2250434";"3005526";"2250434705533";"V";
88975,00;"PAULEªTI";337154,00;20;88920,00;23;3;"3";5;22;"2250434";"3008600";"2250434708608";"V";
88984,00;"RUSEªTI";337156,00;20;88920,00;23;3;"3";5;22;"2250434";"3010204";"2250434710217";"V";
88993,00;"STANCULEªTI";337157,00;20;88920,00;23;3;"3";5;22;"2250434";"3011179";"2250434711195";"V";
89008,00;"TICERA";337158,00;20;88920,00;23;3;"3";5;22;"2250434";"3012007";"2250434711976";"V";
89017,00;"TOMNATEC";337159,00;20;88920,00;23;3;"3";5;22;"2250434";"3012113";"2250434712130";"V";
89026,00;"BUNILA";0,00;20;207,00;3;2;"3";5;22;"22";"       ";"2250440000000";"IV";
89035,00;"BUNILA";337160,00;20;89026,00;22;3;"3";5;22;"2250440";"1001898";"2250440301899";"IV";
89044,00;"ALUN";337161,00;20;89026,00;23;3;"3";5;22;"2250440";"3000168";"2250440700169";"V";
89053,00;"CERNIªOARA FLORESE";337162,00;20;89026,00;23;3;"3";5;22;"2250440";"3002522";"2250440702435";"V";
89062,00;"POIENIÞA VOINII";337163,00;20;89026,00;23;3;"3";5;22;"2250440";"3009303";"2250440709315";"V";
89071,00;"VADU DOBRII";337164,00;20;89026,00;23;3;"3";5;22;"2250440";"3012610";"2250440712626";"V";
89080,00;"BURJUC";0,00;20;207,00;3;2;"3";5;22;"22";"       ";"2250443000000";"IV";
89099,00;"BURJUC";337165,00;20;89080,00;22;3;"3";5;22;"2250443";"1001917";"2250443301918";"IV";
89106,00;"BRADAÞEL";337166,00;20;89080,00;23;3;"3";5;22;"2250443";"3001545";"2250443701545";"V";
89115,00;"GLODGHILEªTI";337167,00;20;89080,00;23;3;"3";5;22;"2250443";"3005348";"2250443705355";"V";
89124,00;"PETREªTI";337168,00;20;89080,00;23;3;"3";5;22;"2250443";"3008780";"2250443708739";"V";
89133,00;"TATARAªTI";337169,00;20;89080,00;23;3;"3";5;22;"2250443";"3011844";"2250443711861";"V";
89142,00;"TISA";337171,00;20;89080,00;23;3;"3";5;22;"2250443";"3012056";"2250443712023";"V";
86749,00;"CÂRJIÞI";0,00;20;207,00;3;2;"3";5;22;"22";"       ";"2250519000000";"IV";
86758,00;"CÂRJIÞI";337175,00;20;86749,00;22;3;"3";5;22;"2250519";"1002384";"2250519302329";"IV";
86767,00;"ALMAªU SEC";337176,00;20;86749,00;23;3;"3";5;22;"2250519";"3000159";"2250519700160";"V";
86776,00;"CHERGHEª";337177,00;20;86749,00;23;3;"3";5;22;"2250519";"3002592";"2250519702505";"V";
86785,00;"COZIA";337178,00;20;86749,00;23;3;"3";5;22;"2250519";"3003468";"2250519703470";"V";
86794,00;"POPEªTI";337179,00;20;86749,00;23;3;"3";5;22;"2250519";"3009367";"2250519709356";"V";
89151,00;"CERBAL";0,00;20;207,00;3;2;"3";5;22;"22";"       ";"2250538000000";"IV";
89160,00;"CERBAL";337180,00;20;89151,00;22;3;"3";5;22;"2250538";"1002474";"2250538302386";"IV";
89179,00;"ARANIEª";337181,00;20;89151,00;23;3;"3";5;22;"2250538";"3000263";"2250538700264";"V";
89188,00;"FEREGI";337182,00;20;89151,00;23;3;"3";5;22;"2250538";"3004691";"2250538704646";"V";
89197,00;"MERIªORU DE MUNTE";337183,00;20;89151,00;23;3;"3";5;22;"2250538";"3007378";"2250538707349";"V";
89213,00;"POIANA RACHIÞELII";337184,00;20;89151,00;23;3;"3";5;22;"2250538";"3009235";"2250538709247";"V";
89204,00;"POIENIÞA TOMII";337186,00;20;89151,00;23;3;"3";5;22;"2250538";"3009302";"2250538709314";"V";
89222,00;"SOCET";337187,00;20;89151,00;23;3;"3";5;22;"2250538";"3011070";"2250538711087";"V";
89231,00;"ULM";337188,00;20;89151,00;23;3;"3";5;22;"2250538";"3012456";"2250538712472";"V";
89240,00;"CERTEJU DE SUS";0,00;20;207,00;3;2;"3";5;22;"22";"       ";"2250549000000";"IV";
89259,00;"CERTEJU DE SUS";337190,00;20;89240,00;22;3;"3";5;22;"2250549";"1002528";"2250549302441";"IV";
89268,00;"BOCªA MARE";337191,00;20;89240,00;23;3;"3";5;22;"2250549";"3001208";"2250549701209";"V";
89277,00;"BOCªA MICA";337192,00;20;89240,00;23;3;"3";5;22;"2250549";"3001209";"2250549701210";"V";
89286,00;"HONDOL";337193,00;20;89240,00;23;3;"3";5;22;"2250549";"3005887";"2250549705895";"V";
89295,00;"MAGURA-TOPLIÞA";337194,00;20;89240,00;23;3;"3";5;22;"2250549";"3007112";"2250549707121";"V";
89302,00;"NOJAG";337196,00;20;89240,00;23;3;"3";5;22;"2250549";"3008073";"2250549708084";"V";
89311,00;"SACARÎMB";337197,00;20;89240,00;23;3;"3";5;22;"2250549";"3010383";"2250549710398";"V";
89320,00;"TOPLIÞA MUREªULUI";337198,00;20;89240,00;23;3;"3";5;22;"2250549";"3012151";"2250549712168";"V";
89339,00;"VARMAGA";337199,00;20;89240,00;23;3;"3";5;22;"2250549";"3013163";"2250549713178";"V";
87362,00;"CRIªCIOR";0,00;20;207,00;3;2;"3";5;22;"22";"       ";"2250784000000";"IV";
87371,00;"CRIªCIOR";337200,00;20;87362,00;22;3;"3";5;22;"2250784";"1003594";"2250784303585";"IV";
87380,00;"BARZA";337201,00;20;87362,00;23;3;"3";5;22;"2250784";"3000505";"2250784700505";"V";
87399,00;"VALEA ARSULUI";337202,00;20;87362,00;23;3;"3";5;22;"2250784";"3012658";"2250784712674";"V";
87406,00;"ZDRAPÞI";337203,00;20;87362,00;23;3;"3";5;22;"2250784";"3013667";"2250784713682";"V";
89348,00;"DENSUª";0,00;20;207,00;3;2;"3";5;22;"22";"       ";"2250850000000";"IV";
89357,00;"DENSUª";337205,00;20;89348,00;22;3;"3";5;22;"2250850";"1004024";"2250850303994";"IV";
89366,00;"CRIVA";337206,00;20;89348,00;23;3;"3";5;22;"2250850";"3003605";"2250850703595";"V";
89375,00;"HAÞAGEL";337207,00;20;89348,00;23;3;"3";5;22;"2250850";"3005756";"2250850705763";"V";
89384,00;"PEªTEANA";337208,00;20;89348,00;23;3;"3";5;22;"2250850";"3008726";"2250850708690";"V";
89393,00;"PEªTENIÞA";337209,00;20;89348,00;23;3;"3";5;22;"2250850";"3008731";"2250850708695";"V";
89400,00;"POIENI";337211,00;20;89348,00;23;3;"3";5;22;"2250850";"3009274";"2250850709279";"V";
89419,00;"ªTEI";337212,00;20;89348,00;23;3;"3";5;22;"2250850";"3011692";"2250850711709";"V";
89428,00;"DOBRA";0,00;20;207,00;3;2;"3";5;22;"22";"       ";"2250877000000";"IV";
89437,00;"DOBRA";337215,00;20;89428,00;22;3;"3";5;22;"2250877";"1004105";"2250877304109";"IV";
89446,00;"ABUCEA";337216,00;20;89428,00;23;3;"3";5;22;"2250877";"3000012";"2250877700012";"V";
89455,00;"BUJORU";337217,00;20;89428,00;23;3;"3";5;22;"2250877";"3001856";"2250877701855";"V";
89464,00;"FAGEÞEL";337218,00;20;89428,00;23;3;"3";5;22;"2250877";"3004570";"2250877704575";"V";
89473,00;"LAPUªNIC";337219,00;20;89428,00;23;3;"3";5;22;"2250877";"3006509";"2250877706516";"V";
89482,00;"MIHAIEªTI";337221,00;20;89428,00;23;3;"3";5;22;"2250877";"3007475";"2250877707443";"V";
89491,00;"PANC";337222,00;20;89428,00;23;3;"3";5;22;"2250877";"3008437";"2250877708449";"V";
89507,00;"PANC-SALIªTE";337223,00;20;89428,00;23;3;"3";5;22;"2250877";"3008438";"2250877708450";"V";
89516,00;"RADULEªTI";337224,00;20;89428,00;23;3;"3";5;22;"2250877";"3009785";"2250877709796";"V";
89525,00;"ROªCANI";337226,00;20;89428,00;23;3;"3";5;22;"2250877";"3010058";"2250877710069";"V";
89534,00;"STÎNCEªTI";337227,00;20;89428,00;23;3;"3";5;22;"2250877";"3011223";"2250877711273";"V";
89543,00;"STÎNCEªTI-OHABA";337228,00;20;89428,00;23;3;"3";5;22;"2250877";"3011224";"2250877711276";"V";
89552,00;"STRETEA";337229,00;20;89428,00;23;3;"3";5;22;"2250877";"3011335";"2250877711342";"V";
91731,00;"GENERAL BERTHELOT";0,00;20;207,00;3;2;"3";5;22;"22";"       ";"2251084000000";"IV";
91740,00;"GENERAL BERTHELOT";337235,00;20;91731,00;22;3;"3";5;22;"2251084";"1005134";"2251084305093";"IV";
