"SIRUTA";"DENLOC";"CODP";"JUD";"SIRSUP";"TIP";"NIV";"MED";"REGIUNE";"FSJ";"FS2";"FS3";"FSL";"rang";"fictiv"
42498,00;"AUGUSTIN";0,00;8;83,00;3;2;"3";7;8;"08";;"0850096000000";;0
41569,00;"AUGUSTIN";507151,00;8;42498,00;22;3;"3";7;8;"0850096";"3000361";"0850096300364";"V";
40544,00;"BECLEAN";0,00;8;83,00;3;2;"3";7;8;"08";"       ";"0850198000000";"IV";
40553,00;"BECLEAN";507010,00;8;40544,00;22;3;"3";7;8;"0850198";"1000907";"0850198300820";"IV";
40562,00;"BOHOLÞ";507011,00;8;40544,00;23;3;"3";7;8;"0850198";"3001287";"0850198701288";"V";
40571,00;"CALBOR";507012,00;8;40544,00;23;3;"3";7;8;"0850198";"3002007";"0850198702008";"V";
40580,00;"HUREZ";507013,00;8;40544,00;23;3;"3";7;8;"0850198";"3005968";"0850198705975";"V";
40599,00;"LUÞA";507014,00;8;40544,00;23;3;"3";7;8;"0850198";"3006923";"0850198706931";"V";
40606,00;"BOD";0,00;8;83,00;3;2;"3";7;8;"08";"       ";"0850287000000";"IV";
40615,00;"BOD";507015,00;8;40606,00;22;3;"3";7;8;"0850287";"1001212";"0850287301213";"IV";
40624,00;"COLONIA BOD";507020,00;8;40606,00;23;3;"3";7;8;"0850287";"3003087";"0850287703089";"V";
40633,00;"BRAN";0,00;8;83,00;3;2;"3";7;8;"08";"       ";"0850347000000";"IV";
40642,00;"BRAN";507025,00;8;40633,00;22;3;"3";7;8;"0850347";"1001505";"0850347301506";"IV";
40651,00;"PREDELUÞ";507026,00;8;40633,00;23;3;"3";7;8;"0850347";"3009470";"0850347709483";"V";
40660,00;"SOHODOL";507027,00;8;40633,00;23;3;"3";7;8;"0850347";"3011091";"0850347711114";"V";
40679,00;"ªIMON";507028,00;8;40633,00;23;3;"3";7;8;"0850347";"3011575";"0850347711591";"V";
40688,00;"BUDILA";0,00;8;83,00;3;2;"3";7;8;"08";"       ";"0850421000000";"IV";
40697,00;"BUDILA";507030,00;8;40688,00;22;3;"3";7;8;"0850421";"1001810";"0850421301811";"IV";
40704,00;"BUNEªTI";0,00;8;83,00;3;2;"3";7;8;"08";"       ";"0850436000000";"IV";
40713,00;"BUNEªTI";507035,00;8;40704,00;22;3;"3";7;8;"0850436";"1001891";"0850436301888";"IV";
40722,00;"CRIÞ";507036,00;8;40704,00;23;3;"3";7;8;"0850436";"3003603";"0850436703594";"V";
40731,00;"MEªENDORF";507037,00;8;40704,00;23;3;"3";7;8;"0850436";"3007397";"0850436707368";"V";
40740,00;"ROADEª";507038,00;8;40704,00;23;3;"3";7;8;"0850436";"3009979";"0850436709991";"V";
40759,00;"VISCRI";507039,00;8;40704,00;23;3;"3";7;8;"0850436";"3013405";"0850436713339";"V";
40768,00;"CAÞA";0,00;8;83,00;3;2;"3";7;8;"08";"       ";"0850473000000";"IV";
40777,00;"CAÞA";507040,00;8;40768,00;22;3;"3";7;8;"0850473";"1002094";"0850473302095";"IV";
40786,00;"BEIA";507041,00;8;40768,00;23;3;"3";7;8;"0850473";"3000916";"0850473700830";"V";
40795,00;"DRAUªENI";507042,00;8;40768,00;23;3;"3";7;8;"0850473";"3004331";"0850473704337";"V";
40802,00;"IONEªTI";507043,00;8;40768,00;23;3;"3";7;8;"0850473";"3006179";"0850473706190";"V";
40811,00;"PALOª";507043,00;8;40768,00;23;3;"3";7;8;"0850473";"3008425";"0850473708437";"V";
40820,00;"CINCU";0,00;8;83,00;3;2;"3";7;8;"08";"       ";"0850594000000";"IV";
40839,00;"CINCU";507045,00;8;40820,00;22;3;"3";7;8;"0850594";"1002752";"0850594302666";"IV";
40848,00;"TOARCLA";507046,00;8;40820,00;23;3;"3";7;8;"0850594";"3012076";"0850594712093";"V";
40857,00;"COMANA";0,00;8;83,00;3;2;"3";7;8;"08";"       ";"0850675000000";"IV";
40866,00;"COMANA DE JOS";507051,00;8;40857,00;22;3;"3";7;8;"0850675";"1003113";"0850675303115";"IV";
40875,00;"COMANA DE SUS";507052,00;8;40857,00;23;3;"3";7;8;"0850675";"3003114";"0850675703116";"V";
40884,00;"CRIHALMA";507053,00;8;40857,00;23;3;"3";7;8;"0850675";"3003565";"0850675703556";"V";
40893,00;"TICUªU NOU";507054,00;8;40857,00;23;3;"3";7;8;"0850675";"3012016";"0850675711985";"V";
40900,00;"CRISTIAN";0,00;8;83,00;3;2;"3";7;8;"08";"       ";"0850779000000";"IV";
40919,00;"CRISTIAN";507055,00;8;40900,00;22;3;"3";7;8;"0850779";"1003580";"0850779303570";"IV";
42456,00;"CRIZBAV";0,00;8;83,00;3;2;"3";7;8;"08";;"0850788000000";;0
41051,00;"CRIZBAV";507081,00;8;42456,00;22;3;"3";7;8;"0850788";"3003621";"0850788303612";"V";
41060,00;"CUTUª";507082,00;8;42456,00;23;3;"3";7;8;"0850788";"3003765";"0850788703769";"V";
42480,00;"DRAGUª";0,00;8;83,00;3;2;"3";7;8;"08";;"0850941000000";;0
42254,00;"DRAGUª";507251,00;8;42480,00;22;3;"3";7;8;"0850941";"3004322";"0850941304328";"V";
40928,00;"DUMBRAVIÞA";0,00;8;83,00;3;2;"3";7;8;"08";"       ";"0850964000000";"IV";
40937,00;"DUMBRAVIÞA";507060,00;8;40928,00;22;3;"3";7;8;"0850964";"1004440";"0850964304445";"IV";
40946,00;"VLADENI";507061,00;8;40928,00;23;3;"3";7;8;"0850964";"3013468";"0850964713483";"V";
40955,00;"FELDIOARA";0,00;8;83,00;3;2;"3";7;8;"08";"       ";"0850999000000";"IV";
40964,00;"FELDIOARA";507065,00;8;40955,00;22;3;"3";7;8;"0850999";"1004677";"0850999304630";"IV";
40973,00;"COLONIA RECONSTRUCÞIA";507066,00;8;40955,00;23;3;"3";7;8;"0850999";"3003091";"0850999703093";"V";
40982,00;"ROTBAV";507067,00;8;40955,00;23;3;"3";7;8;"0850999";"3010106";"0850999710118";"V";
40991,00;"FUNDATA";0,00;8;83,00;3;2;"3";7;8;"08";"       ";"0851051000000";"IV";
41006,00;"FUNDATA";507070,00;8;40991,00;22;3;"3";7;8;"0851051";"1004906";"0851051304913";"IV";
41015,00;"FUNDAÞICA";507071,00;8;40991,00;23;3;"3";7;8;"0851051";"3004919";"0851051704925";"V";
41024,00;"ªIRNEA";507072,00;8;40991,00;23;3;"3";7;8;"0851051";"3011604";"0851051711620";"V";
41033,00;"HALCHIU";0,00;8;83,00;3;2;"3";7;8;"08";"       ";"0851233000000";"IV";
41042,00;"HALCHIU";507080,00;8;41033,00;22;3;"3";7;8;"0851233";"1005724";"0851233305731";"IV";
41079,00;"SATU NOU";507083,00;8;41033,00;23;3;"3";7;8;"0851233";"3010337";"0851233710342";"V";
41088,00;"HARMAN";0,00;8;83,00;3;2;"3";7;8;"08";"       ";"0851238000000";"IV";
41097,00;"HARMAN";507085,00;8;41088,00;22;3;"3";7;8;"0851238";"1005739";"0851238305746";"IV";
41104,00;"PODU OLTULUI";507086,00;8;41088,00;23;3;"3";7;8;"0851238";"3009116";"0851238709128";"V";
41113,00;"HÂRSENI";0,00;8;83,00;3;2;"3";7;8;"08";"       ";"0851241000000";"IV";
41122,00;"HÂRSENI";507090,00;8;41113,00;22;3;"3";7;8;"0851241";"1005767";"0851241305768";"IV";
41131,00;"COPACEL";507090,00;8;41113,00;23;3;"3";7;8;"0851241";"3003175";"0851241703177";"V";
41140,00;"MALINIª";507092,00;8;41113,00;23;3;"3";7;8;"0851241";"3007152";"0851241707160";"V";
41159,00;"MARGINENI";507093,00;8;41113,00;23;3;"3";7;8;"0851241";"3007224";"0851241707232";"V";
41168,00;"SEBEª";507094,00;8;41113,00;23;3;"3";7;8;"0851241";"3010792";"0851241710699";"V";
41177,00;"HOGHIZ";0,00;8;83,00;3;2;"3";7;8;"08";"       ";"0851261000000";"IV";
41186,00;"HOGHIZ";507095,00;8;41177,00;22;3;"3";7;8;"0851261";"1005861";"0851261305869";"IV";
41195,00;"BOGATA OLTEANA";507096,00;8;41177,00;23;3;"3";7;8;"0851261";"3001244";"0851261701245";"V";
41202,00;"CUCIULATA";507097,00;8;41177,00;23;3;"3";7;8;"0851261";"3003657";"0851261703660";"V";
41211,00;"DOPCA";507098,00;8;41177,00;23;3;"3";7;8;"0851261";"3004196";"0851261704202";"V";
41220,00;"FÂNTÂNA";507099,00;8;41177,00;23;3;"3";7;8;"0851261";"3004618";"0851261704610";"V";
41239,00;"LUPªA";507101,00;8;41177,00;23;3;"3";7;8;"0851261";"3006909";"0851261706916";"V";
42472,00;"HOLBAV";0,00;8;83,00;3;2;"3";7;8;"08";;"0851262000000";;0
42423,00;"HOLBAV";507272,00;8;42472,00;22;3;"3";7;8;"0851262";"3005864";"0851262305872";"V";
41248,00;"HOMOROD";0,00;8;83,00;3;2;"3";7;8;"08";"       ";"0851267000000";"IV";
41257,00;"HOMOROD";507105,00;8;41248,00;22;3;"3";7;8;"0851267";"1005881";"0851267305890";"IV";
41266,00;"JIMBOR";507106,00;8;41248,00;23;3;"3";7;8;"0851267";"3006381";"0851267706388";"V";
41275,00;"MERCHEAªA";507107,00;8;41248,00;23;3;"3";7;8;"0851267";"3007344";"0851267707315";"V";
41284,00;"JIBERT";0,00;8;83,00;3;2;"3";7;8;"08";"       ";"0851363000000";"IV";
41293,00;"JIBERT";507110,00;8;41284,00;22;3;"3";7;8;"0851363";"1006357";"0851363306365";"IV";
41300,00;"DACIA";507111,00;8;41284,00;23;3;"3";7;8;"0851363";"3003785";"0851363703788";"V";
41319,00;"GRÎNARI";507112,00;8;41284,00;23;3;"3";7;8;"0851363";"3005484";"0851363705527";"V";
41328,00;"LOVNIC";507113,00;8;41284,00;23;3;"3";7;8;"0851363";"3006731";"0851363706740";"V";
41337,00;"VALENI";507114,00;8;41284,00;23;3;"3";7;8;"0851363";"3013117";"0851363713115";"V";
41346,00;"LISA";0,00;8;83,00;3;2;"3";7;8;"08";"       ";"0851425000000";"IV";
41355,00;"LISA";507115,00;8;41346,00;22;3;"3";7;8;"0851425";"1006659";"0851425306666";"IV";
41364,00;"BREAZA";507116,00;8;41346,00;23;3;"3";7;8;"0851425";"3001624";"0851425701614";"V";
41373,00;"POJORTA";507117,00;8;41346,00;23;3;"3";7;8;"0851425";"3009313";"0851425709325";"V";
41382,00;"MAIERUª";0,00;8;83,00;3;2;"3";7;8;"08";"       ";"0851518000000";"IV";
41391,00;"MAIERUª";507120,00;8;41382,00;22;3;"3";7;8;"0851518";"1007132";"0851518307141";"IV";
41408,00;"ARINI";507121,00;8;41382,00;23;3;"3";7;8;"0851518";"3000305";"0851518700306";"V";
41417,00;"MÂNDRA";0,00;8;83,00;3;2;"3";7;8;"08";"       ";"0851549000000";"IV";
41426,00;"MÂNDRA";507125,00;8;41417,00;22;3;"3";7;8;"0851549";"1007290";"0851549307289";"IV";
41435,00;"ILENI";507126,00;8;41417,00;23;3;"3";7;8;"0851549";"3006113";"0851549706122";"V";
41444,00;"RÂUªOR";507127,00;8;41417,00;23;3;"3";7;8;"0851549";"3009886";"0851549709863";"V";
41453,00;"ªONA";507128,00;8;41417,00;23;3;"3";7;8;"0851549";"3011648";"0851549711664";"V";
41462,00;"TODERIÞA";507129,00;8;41417,00;23;3;"3";7;8;"0851549";"3012085";"0851549712102";"V";
41471,00;"MOIECIU";507130,00;8;83,00;3;2;"3";7;8;"08";"       ";"0851630000000";"IV";
41480,00;"MOIECIU DE JOS";507135,00;8;41471,00;22;3;"3";7;8;"0851630";"1007653";"0851630307662";"IV";
41499,00;"CHEIA";507131,00;8;41471,00;23;3;"3";7;8;"0851630";"3002574";"0851630702486";"V";
41505,00;"DRUMUL CARULUI";507132,00;8;41471,00;23;3;"3";7;8;"0851630";"3004352";"0851630704358";"V";
41514,00;"MAGURA";507133,00;8;41471,00;23;3;"3";7;8;"0851630";"3007100";"0851630707109";"V";
41523,00;"MOIECIU DE SUS";507134,00;8;41471,00;23;3;"3";7;8;"0851630";"3007654";"0851630707663";"V";
41532,00;"PEªTERA";507136,00;8;41471,00;23;3;"3";7;8;"0851630";"3008734";"0851630708700";"V";
41541,00;"ORMENIª";0,00;8;83,00;3;2;"3";7;8;"08";"       ";"0852086000000";"IV";
41550,00;"ORMENIª";507150,00;8;41541,00;22;3;"3";7;8;"0852086";"1008336";"0852086308347";"IV";
41578,00;"PARAU";0,00;8;83,00;3;2;"3";7;8;"08";"       ";"0852127000000";"IV";
41587,00;"PARAU";507155,00;8;41578,00;22;3;"3";7;8;"0852127";"1008557";"0852127308569";"IV";
41596,00;"GRID";507156,00;8;41578,00;23;3;"3";7;8;"0852127";"3005507";"0852127705512";"V";
41603,00;"VENEÞIA DE JOS";507157,00;8;41578,00;23;3;"3";7;8;"0852127";"3013282";"0852127713218";"V";
41612,00;"VENEÞIA DE SUS";507158,00;8;41578,00;23;3;"3";7;8;"0852127";"3013283";"0852127713219";"V";
41621,00;"POIANA MARULUI";0,00;8;83,00;3;2;"3";7;8;"08";"       ";"0852237000000";"IV";
41630,00;"POIANA MARULUI";507160,00;8;41621,00;22;3;"3";7;8;"0852237";"1009225";"0852237309237";"IV";
41667,00;"PREJMER";0,00;8;83,00;3;2;"3";7;8;"08";"       ";"0852279000000";"IV";
41676,00;"PREJMER";507165,00;8;41667,00;22;3;"3";7;8;"0852279";"1009475";"0852279309488";"IV";
41685,00;"LUNCA CALNICULUI";507170,00;8;41667,00;23;3;"3";7;8;"0852279";"3006820";"0852279706829";"V";
41694,00;"STUPINII PREJMERULUI";507166,00;8;41667,00;23;3;"3";7;8;"0852279";"3011367";"0852279711384";"V";
41701,00;"RACOª";0,00;8;83,00;3;2;"3";7;8;"08";"       ";"0852313000000";"IV";
41710,00;"RACOª";507175,00;8;41701,00;22;3;"3";7;8;"0852313";"1009651";"0852313309664";"IV";
41729,00;"MATEIAª";507176,00;8;41701,00;23;3;"3";7;8;"0852313";"3007040";"0852313707049";"V";
41738,00;"RECEA";0,00;8;83,00;3;2;"3";7;8;"08";"       ";"0852362000000";"IV";
41747,00;"RECEA";507180,00;8;41738,00;22;3;"3";7;8;"0852362";"1009895";"0852362309872";"IV";
41756,00;"BERIVOI";507181,00;8;41738,00;23;3;"3";7;8;"0852362";"3001019";"0852362700933";"V";
41765,00;"DEJANI";507182,00;8;41738,00;23;3;"3";7;8;"0852362";"3003986";"0852362703956";"V";
41774,00;"GURA VAII";507183,00;8;41738,00;23;3;"3";7;8;"0852362";"3005636";"0852362705639";"V";
41783,00;"IAªI";507184,00;8;41738,00;23;3;"3";7;8;"0852362";"3006022";"0852362706030";"V";
41792,00;"SASCIORI";507186,00;8;41738,00;23;3;"3";7;8;"0852362";"3010528";"0852362710541";"V";
41809,00;"SAVASTRENI";507187,00;8;41738,00;23;3;"3";7;8;"0852362";"3010548";"0852362710561";"V";
42464,00;"SAMBATA DE SUS";0,00;8;83,00;3;2;"3";7;8;"08";;"0852450000000";;0
42361,00;"SÂMBATA DE SUS";507266,00;8;42464,00;22;3;"3";7;8;"0852450";"3010561";"0852450310571";"V";
42370,00;"STAÞIUNEA CLIMATERICA SÂMBATA";507267,00;8;42464,00;23;3;"3";7;8;"0852450";"3011169";"0852450711186";"V";
41925,00;"SÎNPETRU";0,00;8;83,00;3;2;"3";7;8;"08";"       ";"0852596000000";"IV";
41934,00;"SÎNPETRU";507190,00;8;41925,00;22;3;"3";7;8;"0852596";"1010630";"0852596310939";"IV";
41818,00;"ªERCAIA";0,00;8;83,00;3;2;"3";7;8;"08";"       ";"0852724000000";"IV";
41827,00;"ªERCAIA";507195,00;8;41818,00;22;3;"3";7;8;"0852724";"1011535";"0852724311551";"IV";
41836,00;"HALMEAG";507196,00;8;41818,00;23;3;"3";7;8;"0852724";"3005730";"0852724705737";"V";
41845,00;"VAD";507197,00;8;41818,00;23;3;"3";7;8;"0852724";"3012601";"0852724712618";"V";
41854,00;"ªINCA";0,00;8;83,00;3;2;"3";7;8;"08";"       ";"0852739000000";"IV";
41863,00;"ªINCA VECHE";507206,00;8;41854,00;22;3;"3";7;8;"0852739";"1011579";"0852739311595";"IV";
41872,00;"BUCIUM";507201,00;8;41854,00;23;3;"3";7;8;"0852739";"3001724";"0852739701725";"V";
41881,00;"OHABA";507202,00;8;41854,00;23;3;"3";7;8;"0852739";"3008210";"0852739708224";"V";
41890,00;"PERªANI";507203,00;8;41854,00;23;3;"3";7;8;"0852739";"3008713";"0852739708677";"V";
41907,00;"ªERCAIÞA";507204,00;8;41854,00;23;3;"3";7;8;"0852739";"3011536";"0852739711552";"V";
41916,00;"VÂLCEA";507207,00;8;41854,00;23;3;"3";7;8;"0852739";"3013187";"0852739713197";"V";
42449,00;"ªINCA NOUA";0,00;8;83,00;3;2;"3";7;8;"08";"       ";"0852740000000";;0
41658,00;"ªINCA NOUA";507210,00;8;42449,00;22;3;"3";7;8;"0852740";"3011578";"0852740311594";"V";
41649,00;"PALTIN";507211,00;8;42449,00;23;3;"3";7;8;"0852740";"3008431";"0852740708440";"V";
41943,00;"ªOARª";0,00;8;83,00;3;2;"3";7;8;"08";"       ";"0852751000000";"IV";
41952,00;"ªOARª";507215,00;8;41943,00;22;3;"3";7;8;"0852751";"1011619";"0852751311635";"IV";
41961,00;"BARCUT";507216,00;8;41943,00;23;3;"3";7;8;"0852751";"3000774";"0852751700773";"V";
41970,00;"FELMER";507217,00;8;41943,00;23;3;"3";7;8;"0852751";"3004684";"0852751704639";"V";
41989,00;"RODBAV";507218,00;8;41943,00;23;3;"3";7;8;"0852751";"3009995";"0852751710007";"V";
41998,00;"SELIªTAT";507219,00;8;41943,00;23;3;"3";7;8;"0852751";"3010841";"0852751710748";"V";
42003,00;"TARLUNGENI";0,00;8;83,00;3;2;"3";7;8;"08";"       ";"0852803000000";"IV";
42012,00;"TARLUNGENI";507220,00;8;42003,00;22;3;"3";7;8;"0852803";"1011821";"0852803311838";"IV";
42021,00;"CARPINIª";507221,00;8;42003,00;23;3;"3";7;8;"0852803";"3002268";"0852803702267";"V";
42030,00;"PURCARENI";507222,00;8;42003,00;23;3;"3";7;8;"0852803";"3009612";"0852803709625";"V";
42049,00;"ZIZIN";507223,00;8;42003,00;23;3;"3";7;8;"0852803";"3013699";"0852803713714";"V";
42058,00;"TELIU";0,00;8;83,00;3;2;"3";7;8;"08";"       ";"0852825000000";"IV";
42067,00;"TELIU";507225,00;8;42058,00;22;3;"3";7;8;"0852825";"1011974";"0852825311943";"IV";
42076,00;"TICUªU";0,00;8;83,00;3;2;"3";7;8;"08";"       ";"0852836000000";"IV";
42085,00;"TICUªU VECHI";507232,00;8;42076,00;22;3;"3";7;8;"0852836";"1012017";"0852836311986";"IV";
42094,00;"COBOR";507231,00;8;42076,00;23;3;"3";7;8;"0852836";"3003002";"0852836703004";"V";
42101,00;"UCEA";0,00;8;83,00;3;2;"3";7;8;"08";"       ";"0852931000000";"IV";
42110,00;"UCEA DE JOS";507238,00;8;42101,00;22;3;"3";7;8;"0852931";"1012415";"0852931312431";"IV";
42129,00;"CORBI";507236,00;8;42101,00;23;3;"3";7;8;"0852931";"3003204";"0852931703206";"V";
42138,00;"FELDIOARA";507237,00;8;42101,00;23;3;"3";7;8;"0852931";"3004678";"0852931704632";"V";
42147,00;"UCEA DE SUS";507239,00;8;42101,00;23;3;"3";7;8;"0852931";"3012416";"0852931712432";"V";
42156,00;"UNGRA";0,00;8;83,00;3;2;"3";7;8;"08";"       ";"0852949000000";"IV";
42165,00;"UNGRA";507240,00;8;42156,00;22;3;"3";7;8;"0852949";"1012488";"0852949312504";"IV";
42174,00;"DAIªOARA";507241,00;8;42156,00;23;3;"3";7;8;"0852949";"3003824";"0852949703828";"V";
42183,00;"VAMA BUZAULUI";0,00;8;83,00;3;2;"3";7;8;"08";"       ";"0853015000000";"IV";
42192,00;"VAMA BUZAULUI";507245,00;8;42183,00;22;3;"3";7;8;"0853015";"1013035";"0853015313050";"IV";
42209,00;"ACRIª";507246,00;8;42183,00;23;3;"3";7;8;"0853015";"3000022";"0853015700022";"V";
42218,00;"BUZAIEL";507247,00;8;42183,00;23;3;"3";7;8;"0853015";"3001977";"0853015701978";"V";
42227,00;"DALGHIU";507248,00;8;42183,00;23;3;"3";7;8;"0853015";"3003825";"0853015703829";"V";
42236,00;"VIªTEA";0,00;8;83,00;3;2;"3";7;8;"08";"       ";"0853084000000";"IV";
42245,00;"VIªTEA DE JOS";507254,00;8;42236,00;22;3;"3";7;8;"0853084";"1013429";"0853084313363";"IV";
42263,00;"OLTEÞ";507252,00;8;42236,00;23;3;"3";7;8;"0853084";"3008268";"0853084708280";"V";
42272,00;"RUCAR";507253,00;8;42236,00;23;3;"3";7;8;"0853084";"3010128";"0853084710140";"V";
42281,00;"VIªTEA DE SUS";507256,00;8;42236,00;23;3;"3";7;8;"0853084";"3013430";"0853084713364";"V";
42290,00;"VIªTIªOARA";507257,00;8;42236,00;23;3;"3";7;8;"0853084";"3013431";"0853084713365";"V";
42307,00;"VOILA";0,00;8;83,00;3;2;"3";7;8;"08";"       ";"0853123000000";"IV";
42316,00;"VOILA";507260,00;8;42307,00;22;3;"3";7;8;"0853123";"1013510";"0853123313527";"IV";
42325,00;"CINCªOR";507261,00;8;42307,00;23;3;"3";7;8;"0853123";"3002751";"0853123702665";"V";
42334,00;"DRIDIF";507262,00;8;42307,00;23;3;"3";7;8;"0853123";"3004339";"0853123704343";"V";
42343,00;"LUDIªOR";507263,00;8;42307,00;23;3;"3";7;8;"0853123";"3006752";"0853123706761";"V";
42352,00;"SÂMBATA DE JOS";507264,00;8;42307,00;23;3;"3";7;8;"0853123";"3010560";"0853123710570";"V";
42389,00;"VOIVODENI";507268,00;8;42307,00;23;3;"3";7;8;"0853123";"3013530";"0853123713545";"V";
42398,00;"VULCAN";0,00;8;83,00;3;2;"3";7;8;"08";"       ";"0853141000000";"IV";
42405,00;"VULCAN";507270,00;8;42398,00;22;3;"3";7;8;"0853141";"1013563";"0853141313581";"IV";
42414,00;"COLONIA 1 MAI";507271,00;8;42398,00;23;3;"3";7;8;"0853141";"3003086";"0853141703088";"V";
92,00;"JUDEÞUL BRAILA";0,00;9;1,00;40;1;"0";2;9;"     ";"       ";"0900000000000";;
42682,00;"MUNICIPIUL BRAILA";0,00;9;92,00;1;2;"1";2;9;"09";"       ";"0911686000000";"I";
42691,00;"BRAILA";0,00;9;42682,00;9;3;"1";2;9;"0911686";"1001578";"0911686101579";"I";
42753,00;"ORAª FAUREI";0,00;9;92,00;2;2;"1";2;9;"09";"       ";"0931944000000";"III";
42762,00;"FAUREI";815100,00;9;42753,00;17;3;"1";2;9;"0931944";"1004592";"0931944204596";"III";
43331,00;"ORAª IANCA";0,00;9;92,00;2;2;"1";2;9;"09";"       ";"0931961000000";"III";
43340,00;"IANCA";815200,00;9;43331,00;17;3;"1";2;9;"0931961";"1006007";"0931961206015";"III";
43359,00;"BERLEªTI";815201,00;9;43331,00;19;3;"1";2;9;"0931961";"3001020";"0931961600934";"V";
43368,00;"GARA IANCA";815202,00;9;43331,00;19;3;"1";2;9;"0931961";"3004989";"0931961604995";"V";
43377,00;"OPRIªENEªTI";815203,00;9;43331,00;19;3;"1";2;9;"0931961";"3008293";"0931961608305";"V";
43386,00;"PERIªORU";815204,00;9;43331,00;19;3;"1";2;9;"0931961";"3008710";"0931961608675";"V";
43395,00;"PLOPU";815205,00;9;43331,00;19;3;"1";2;9;"0931961";"3009034";"0931961609045";"V";
43402,00;"TÎRLELE FILIU";815206,00;9;43331,00;19;3;"1";2;9;"0931961";"3011904";"0931961612068";"V";
43411,00;"ORAª ÎNSURAÞEI";0,00;9;92,00;2;2;"1";2;9;"09";"       ";"0931965000000";"III";
43420,00;"ÎNSURAÞEI";815300,00;9;43411,00;17;3;"1";2;9;"0931965";"1006324";"0931965206331";"III";
43439,00;"LACU REZII";815301,00;9;43411,00;19;3;"1";2;9;"0931965";"3006435";"0931965606443";"V";
43448,00;"MARU ROªU";815302,00;9;43411,00;19;3;"1";2;9;"0931965";"3007250";"0931965607260";"V";
43457,00;"VALEA CALMAÞUIULUI";815303,00;9;43411,00;19;3;"1";2;9;"0931965";"3012696";"0931965612712";"V";
42824,00;"BARAGANUL";0,00;9;92,00;3;2;"3";2;9;"09";"       ";"0950178000000";"IV";
42833,00;"BARAGANUL";817005,00;9;42824,00;22;3;"3";2;9;"0950178";"1000735";"0950178300734";"IV";
42842,00;"BERTEªTII DE JOS";0,00;9;92,00;3;2;"3";2;9;"09";"       ";"0950227000000";"IV";
42851,00;"BERTEªTII DE JOS";817010,00;9;42842,00;22;3;"3";2;9;"0950227";"1001025";"0950227300939";"IV";
42860,00;"BERTEªTII DE SUS";817011,00;9;42842,00;23;3;"3";2;9;"0950227";"3001026";"0950227700940";"V";
42879,00;"GURA CALMAÞUI";817012,00;9;42842,00;23;3;"3";2;9;"0950227";"3005595";"0950227705602";"V";
42888,00;"GURA GÎRLUÞEI";817013,00;9;42842,00;23;3;"3";2;9;"0950227";"3005608";"0950227705615";"V";
42897,00;"NICOLEªTI";817014,00;9;42842,00;23;3;"3";2;9;"0950227";"3008024";"0950227708037";"V";
42904,00;"SPIRU HARET";817016,00;9;42842,00;23;3;"3";2;9;"0950227";"3011155";"0950227711171";"V";
42913,00;"BORDEI VERDE";0,00;9;92,00;3;2;"3";2;9;"09";"       ";"0950320000000";"IV";
42922,00;"BORDEI VERDE";817020,00;9;42913,00;22;3;"3";2;9;"0950320";"1001364";"0950320301365";"IV";
42931,00;"CONSTANTIN GABRIELESCU";817021,00;9;42913,00;23;3;"3";2;9;"0950320";"3003156";"0950320703159";"V";
42940,00;"FILIU";817022,00;9;42913,00;23;3;"3";2;9;"0950320";"3004742";"0950320704697";"V";
42959,00;"LIªCOTEANCA";817023,00;9;42913,00;23;3;"3";2;9;"0950320";"3006665";"0950320706673";"V";
44560,00;"CAZASU";0,00;9;92,00;3;2;"3";2;9;"09";;"0950475000000";;0
44275,00;"CAZASU";817181,00;9;44560,00;22;3;"3";2;9;"0950475";"3002101";"0950475302102";"V";
42708,00;"CHIªCANI";0,00;9;92,00;3;2;"3";2;9;"09";"       ";"0950582000000";"IV";
42717,00;"CHIªCANI";817025,00;9;42708,00;22;3;"3";2;9;"0950582";"1002691";"0950582302607";"IV";
42726,00;"LACU SARAT";817026,00;9;42708,00;23;3;"3";2;9;"0950582";"3006438";"0950582706446";"V";
42735,00;"VARSATURA";817027,00;9;42708,00;23;3;"3";2;9;"0950582";"3013165";"0950582713179";"V";
42968,00;"CIOCILE";0,00;9;92,00;3;2;"3";2;9;"09";"       ";"0950602000000";"IV";
42977,00;"CIOCILE";817030,00;9;42968,00;22;3;"3";2;9;"0950602";"1002794";"0950602302704";"IV";
43000,00;"CHICHINEÞU";817031,00;9;42968,00;23;3;"3";2;9;"0950602";"3002619";"0950602702532";"V";
42986,00;"CHIOIBAªEªTI";817032,00;9;42968,00;23;3;"3";2;9;"0950602";"3002656";"0950602702569";"V";
42995,00;"ODAIENI";817033,00;9;42968,00;23;3;"3";2;9;"0950602";"3008181";"0950602708192";"V";
43019,00;"CIREªU";0,00;9;92,00;3;2;"3";2;9;"09";"       ";"0950615000000";"IV";
43028,00;"CIREªU";817035,00;9;43019,00;22;3;"3";2;9;"0950615";"1002854";"0950615302766";"IV";
43037,00;"BATOGU";817036,00;9;43019,00;23;3;"3";2;9;"0950615";"3000523";"0950615700525";"V";
43046,00;"IONEªTI";817037,00;9;43019,00;23;3;"3";2;9;"0950615";"3006177";"0950615706187";"V";
43055,00;"SCARLATEªTI";817038,00;9;43019,00;23;3;"3";2;9;"0950615";"3010702";"0950615710609";"V";
43064,00;"VULTURENI";817039,00;9;43019,00;23;3;"3";2;9;"0950615";"3013579";"0950615713594";"V";
